id,authors_t,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,New,IPNI_PUB,ipniurl,ipniLabel
urn:lsid:ipni.org:names:77372594-1,(Nees) Kük.,Cyperaceae Kyllinga cylindrica Nees,(Nees),309827-1,,,76: 80,,,,,,,,,,,,27/11/2025 15:09,28/11/2025 12:23,,,Cyperaceae,Kyllinga odorata var. cylindrica,Kyllinga odorata var. cylindrica,Kyllinga,,f,f,,,,,cylindrica,,,,,,,,,,,,,,,,,,,,,,,null:,309918-1,J. Straits Branch Roy. Asiat. Soc.,urn:lsid:ipni.org:publications:1156-2,1917,1917 [Aug 1917],[Aug 1917],Kük.,var.,J. Straits Branch Roy. Asiat. Soc. 76: 80. 1917 [Aug 1917] ,,,,,11,odorata,Vahl,,f,t,,,,,,,Kük.@5109-1@1@aut$Nees@6888-1@2@bas,Vahl@28125-1@1@aut,,comb. et stat. nov.,,1.3,f,kyllinga~odoratacylindrica,cyperaceaekyllinga~odoratacylindrica,2304,wfo-0000454881,,variety,,,,,Yes,J. Straits Branch Roy. Asiat. Soc. 76: 80 (1917),https://www.ipni.org/n/77372594-1,IPNI Record: 77372594-1
urn:lsid:ipni.org:names:77372359-1,(Steud.) Cherm.,Cyperaceae Kyllinga elata Steud.,(Steud.),309837-1,,,fam. 29: 300,,,,,,,,,,,,23/11/2025 21:16,24/11/2025 13:01,,,Cyperaceae,Kyllinga polyphylla var. elata,Kyllinga polyphylla var. elata,Kyllinga,,f,f,,,,,elata,,,,,,,,,,,,,,,,,,,,,,,null:,77242626-1,Fl. Madagasc.,urn:lsid:ipni.org:publications:1552-2,1937,1937,,Cherm.,var.,Fl. Madagasc. fam. 29: 300. 1937 ,,,,,11,polyphylla,Willd. ex Kunth,,f,t,,,,,,,Steud.@10122-1@2@bas$Cherm.@1581-1@1@aut,Willd.@11692-1@1@aut$Kunth@21866-1@2@autEx,8104840,comb. et stat. nov.,,1.3,f,kyllinga~polyphyllaelata,cyperaceaekyllinga~polyphyllaelata,1953,wfo-0000455051,,variety,,,,,Yes,Fl. Madagasc. fam. 29: 300 (1937),https://www.ipni.org/n/77372359-1,IPNI Record: 77372359-1
urn:lsid:ipni.org:names:77372560-1,Kük.,,,,,,12: 92,,,,,,,,,,,,27/11/2025 14:44,28/11/2025 09:10,,,Cyperaceae,Kyllinga pulchella f. robustior,Kyllinga pulchella f. robustior,Kyllinga,,f,f,,,,,robustior,,,,,,,,,,,,,,,,,,,,,,,,309938-1,Repert. Spec. Nov. Regni Veg.,urn:lsid:ipni.org:publications:788-2,1913,1913,,Kük.,f.,Repert. Spec. Nov. Regni Veg. 12: 92. 1913 ,,Latin descr.,,,8,pulchella,Kunth,,f,t,,,,,,,Kük.@5109-1@1@aut,Kunth@0-0@1@aut,,tax. nov.,,1.3,f,kyllinga~pulchellarobustior,cyperaceaekyllinga~pulchellarobustior,2265,wfo-0000455066,,form,,,,,Yes,Repert. Spec. Nov. Regni Veg. 12: 92 (1913),https://www.ipni.org/n/77372560-1,IPNI Record: 77372560-1
urn:lsid:ipni.org:names:77372253-1,(Parl.) Patschke,Cupressaceae Juniperus conferta Parl.,(Parl.),262184-1,,,48(Heft 5): 678,,,,,,,,,,,,21/11/2025 01:21,21/11/2025 01:21,,,Cupressaceae,Juniperus rigida var. conferta,Juniperus rigida var. conferta,Juniperus,,f,f,,,,,conferta,,,,,,,,,,,,,,,,,,,,,,,,262335-1,Bot. Jahrb. Syst.,urn:lsid:ipni.org:publications:553-2,1913,1913 [14 Jan 1913],[14 Jan 1913],Patschke,var.,Bot. Jahrb. Syst. 48(Heft 5): 678. 1913 [14 Jan 1913] ,,,,,11,rigida,Siebold & Zucc.,,f,t,,,,,,,Patschke@7392-1@1@aut$Parl.@7355-1@2@bas,Siebold@9616-1@1@aut$Zucc.@12069-1@2@aut,,comb. et stat. nov.,,1.1,f,juniperus~rigidaconferta,cupressaceaejuniperus~rigidaconferta,1765,wfo-0000507482,,variety,,,,,Yes,Bot. Jahrb. Syst. 48(Heft 5): 678 (1913),https://www.ipni.org/n/77372253-1,IPNI Record: 77372253-1
urn:lsid:ipni.org:names:77372509-1,R.G.Li & J.W.Li ex Xin W.Li & J.Q.Li,,,,,,43(6): 462,,,,5,,101,2001,,R.G.Li,,,25/11/2025 16:05,25/11/2025 16:05,"Guangxi (China Southeast, China, Asia-Temperate)",,Actinidiaceae,Actinidia pentapetala,Actinidia pentapetala,Actinidia,,f,f,,,,,,,,,,,"Guilin, the Research Orchard, Guangxi Institute of Botany",,,,,,,,,,,,,,,,,,38999-1,Ann. Bot. Fenn.,urn:lsid:ipni.org:publications:516-2,2006,2006,,R.G.Li & J.W.Li ex Xin W.Li & J.Q.Li,spec.,Ann. Bot. Fenn. 43(6): 462. 2006 ,,,,,11,pentapetala,,,f,t,,holotype IBK,,,,,J.Q.Li@15640-1@4@autEx$R.G.Li@40267-1@1@aut$J.W.Li@40266-1@2@aut$Xin W.Li@20028257-1@3@autEx,,,tax. nov.,70027853-1,1.1,f,actinidia~pentapetala,actinidiaceaeactinidia~pentapetala~,2077,wfo-1000086450,,species,,,,,Yes,Ann. Bot. Fenn. 43(6): 462 (2006),https://www.ipni.org/n/77372509-1,IPNI Record: 77372509-1
urn:lsid:ipni.org:names:77371636-1,C.B.Clarke,,,,,,5: 24,,,,,,,,,,,,05/11/2025 09:08,05/11/2025 09:08,,,Gesneriaceae,Aeschynanthus maculatus var. sikkimensis,Aeschynanthus maculatus var. sikkimensis,Aeschynanthus,,f,f,,,,,sikkimensis,,,,,,,,,,,,,,,,,,,,,,,,377785-1,Monogr. Phan.,urn:lsid:ipni.org:publications:3279-2,1883,1883,,C.B.Clarke,var.,Monogr. Phan. 5: 24. 1883 ,,,,,8,maculatus,Lindl.,,f,t,,,,,,,C.B.Clarke@1669-1@1@aut,Lindl.@22383-1@1@aut,,tax. nov.,,1.1,f,aeschynanthus~maculatussikkimensis,gesneriaceaeaeschynanthus~maculatussikkimensis,393,wfo-0000521988,,variety,,,,,Yes,Monogr. Phan. 5: 24 (1883),https://www.ipni.org/n/77371636-1,IPNI Record: 77371636-1
urn:lsid:ipni.org:names:77372295-1,McNeill,,,,,,24: 274,,17,,8,,14148,1947,,P.H.Davis,,,22/11/2025 20:32,24/11/2025 18:33,"Turkey (Western Asia, Asia-Temperate)",,Caryophyllaceae,Arenaria deflexa subsp. pubescens,Arenaria deflexa subsp. pubescens,Arenaria,,f,f,,,,,pubescens,,,,,,"Lycia: Vil. Antalya: Takhtali Dagh (Kemer) below Chukur yaila, 5000 ft",,,,,,,,,,,,,,,,,,151128-1,Notes Roy. Bot. Gard. Edinburgh,urn:lsid:ipni.org:publications:758-2,1963,1963 [5 Mar 1963],[5 Mar 1963],McNeill,subsp.,Notes Roy. Bot. Gard. Edinburgh 24: 274. 1963 [5 Mar 1963] ,,,,,11,deflexa,Decne.,,f,t,,holotype E;isotype K,,,,,McNeill@5954-1@1@aut,Decne.@0-0@1@aut,,tax. nov.,,1.3,f,arenaria~deflexapubescens,caryophyllaceaearenaria~deflexapubescens,2014,wfo-0000545779,,subspecies,,,,,Yes,Notes Roy. Bot. Gard. Edinburgh 24: 274 (1963),https://www.ipni.org/n/77372295-1,IPNI Record: 77372295-1
urn:lsid:ipni.org:names:77372298-1,McNeill,,,,,,24: 294,,7,,7,,30764,1957,,Davis &amp; Hedge,,,22/11/2025 20:51,24/11/2025 18:29,"Turkey (Western Asia, Asia-Temperate)",,Caryophyllaceae,Arenaria dianthoides var. paniculata,Arenaria dianthoides var. paniculata,Arenaria,,f,f,,,,,paniculata,,,,,,"Prov. Kars: Yagmurlu Dag between Sarikamiş & Karaurgan, 2300 m",,,,,,,,,,,,,,,,,,151139-1,Notes Roy. Bot. Gard. Edinburgh,urn:lsid:ipni.org:publications:758-2,1963,1963 [5 Mar 1963],[5 Mar 1963],McNeill,var.,Notes Roy. Bot. Gard. Edinburgh 24: 294. 1963 [5 Mar 1963] ,,,,,11,dianthoides,Sm.,,f,t,,holotype E,,,,,McNeill@5954-1@1@aut,Ledeb.@5393-1@2@autEx$Sm.@9802-1@1@aut,,tax. nov.,,1.3,f,arenaria~dianthoidespaniculata,caryophyllaceaearenaria~dianthoidespaniculata,2010,wfo-0000545792,,variety,,,,,Yes,Notes Roy. Bot. Gard. Edinburgh 24: 294 (1963),https://www.ipni.org/n/77372298-1,IPNI Record: 77372298-1
urn:lsid:ipni.org:names:77372294-1,McNeill,,,,,,24: 271,,,,8,,,1910,,Dr. B.Tunta,,,22/11/2025 20:30,24/11/2025 18:26,"Greece (Southeastern Europe, Europe)",,Caryophyllaceae,Arenaria filicaulis subsp. euboica,Arenaria filicaulis subsp. euboica,Arenaria,,f,f,,,,,euboica,,,,,,Central Greece: Insula Euboea: in saxosis regionis superioris mt. Dirphys,,,,,,,,,,,,,,,,,,151184-1,Notes Roy. Bot. Gard. Edinburgh,urn:lsid:ipni.org:publications:758-2,1963,1963 [5 Mar 1963],[5 Mar 1963],McNeill,subsp.,Notes Roy. Bot. Gard. Edinburgh 24: 271. 1963 [5 Mar 1963] ,,,,,10,filicaulis,Fenzl,,f,t,,holotype JE;isotype JE,,,,,McNeill@5954-1@1@aut,Fenzl@0-0@1@aut,,tax. nov.,,1.3,f,arenaria~filicauliseuboica,caryophyllaceaearenaria~filicauliseuboica,2009,wfo-0000545861,,subspecies,,,,,Yes,Notes Roy. Bot. Gard. Edinburgh 24: 271 (1963),https://www.ipni.org/n/77372294-1,IPNI Record: 77372294-1
urn:lsid:ipni.org:names:77372297-1,Fenzl,,,,,,1: 362,,,,,,,,,,,,22/11/2025 20:47,25/11/2025 11:26,,,Caryophyllaceae,Arenaria graminea var. parviflora,Arenaria graminea var. parviflora,Arenaria,,f,f,,,,,parviflora,,,,,,,,,,,,,,,,,,,,,,,,151249-1,Fl. Ross. (Ledeb.),urn:lsid:ipni.org:publications:947-2,1842,1842,,Fenzl,var.,Fl. Ross. (Ledeb.) 1: 362. 1842 ,,,,,9,graminea,C.A.Mey.,,f,t,,holotype LE;isotype K,,,,,Fenzl@2682-1@1@aut,C.A.Mey.@0-0@1@aut,,tax. nov.,,1.3,f,arenaria~gramineaparviflora,caryophyllaceaearenaria~gramineaparviflora,2055,wfo-0000545953,,variety,,,,,Yes,Fl. Ross. (Ledeb.) 1: 362 (1842),https://www.ipni.org/n/77372297-1,IPNI Record: 77372297-1
urn:lsid:ipni.org:names:77372299-1,(Schischk.) McNeill,Caryophyllaceae Arenaria macrantha Schischk.,(Schischk.),151401-1,,,24: 297,,,,,,,,,,,,22/11/2025 20:54,24/11/2025 18:31,,,Caryophyllaceae,Arenaria holostea subsp. macrantha,Arenaria holostea subsp. macrantha,Arenaria,,f,f,,,,,macrantha,,,,,,,,,,,,,,,,,,,,,,,null:,151285-1,Notes Roy. Bot. Gard. Edinburgh,urn:lsid:ipni.org:publications:758-2,1963,1963 [5 Mar 1963],[5 Mar 1963],McNeill,subsp.,Notes Roy. Bot. Gard. Edinburgh 24: 297. 1963 [5 Mar 1963] ,,,,,11,holostea,M.Bieb.,,f,t,,,,,,,Schischk.@9104-1@2@bas$McNeill@5954-1@1@aut,M.Bieb.@0-0@1@aut,,comb. et stat. nov.,,1.4,f,arenaria~holosteamacrantha,caryophyllaceaearenaria~holosteamacrantha,2013,wfo-0000546022,,subspecies,,,,,Yes,Notes Roy. Bot. Gard. Edinburgh 24: 297 (1963),https://www.ipni.org/n/77372299-1,IPNI Record: 77372299-1
urn:lsid:ipni.org:names:77372251-1,McNeill,,,,,,24(3): 305,,23,,7,,13517,1947,,P.H.Davis,,,20/11/2025 22:32,24/11/2025 18:51,"Turkey (Western Asia, Asia-Temperate)",,Caryophyllaceae,Arenaria ledebouriana var. pauciflora,Arenaria ledebouriana var. pauciflora,Arenaria,,f,f,,,,,pauciflora,,,,,,Muğla: Sandras dagh nr. Gökceova. 1700 m,,,,,,,,,,,,,,,,,,151354-1,Notes Roy. Bot. Gard. Edinburgh,urn:lsid:ipni.org:publications:758-2,1963,1963 [5 Mar 1963],[5 Mar 1963],McNeill,var.,Notes Roy. Bot. Gard. Edinburgh 24(3): 305. 1963 [5 Mar 1963] ,,,,,11,ledebouriana,Fenzl,,f,t,,holotype E;isotype K,,,,,McNeill@5954-1@1@aut,Fenzl@0-0@1@aut,,tax. nov.,,1.4,f,arenaria~ledebourianapauciflora,caryophyllaceaearenaria~ledebourianapauciflora,2018,wfo-0000546130,,variety,,,,,Yes,Notes Roy. Bot. Gard. Edinburgh 24(3): 305 (1963),https://www.ipni.org/n/77372251-1,IPNI Record: 77372251-1
urn:lsid:ipni.org:names:77372296-1,McNeill,,,,,,24: 280,,18,,8,,16316,1949,,P.H.Davis,,,22/11/2025 20:38,24/11/2025 18:29,"Turkey (Western Asia, Asia-Temperate)",,Caryophyllaceae,Arenaria pamphylica var. alpestris,Arenaria pamphylica var. alpestris,Arenaria,,f,f,,,,,alpestris,,,,,,"Mersin. distr. Anamur (Cilicia Trachea) Camurla yayla - Olucak (Ermenek-Anamur), 2000 m",,,,,,,,,,,,,,,,,,151529-1,Notes Roy. Bot. Gard. Edinburgh,urn:lsid:ipni.org:publications:758-2,1963,1963 [5 Mar 1963],[5 Mar 1963],McNeill,var.,Notes Roy. Bot. Gard. Edinburgh 24: 280. 1963 [5 Mar 1963] ,,,,,11,pamphylica,Boiss. & Heldr.,,f,t,,holotype E;isotype K,,,,,McNeill@5954-1@1@aut,Boiss.@16284-1@1@aut$Heldr.@3803-1@2@aut,,tax. nov.,,1.3,f,arenaria~pamphylicaalpestris,caryophyllaceaearenaria~pamphylicaalpestris,2012,wfo-0000546378,,variety,,,,,Yes,Notes Roy. Bot. Gard. Edinburgh 24: 280 (1963),https://www.ipni.org/n/77372296-1,IPNI Record: 77372296-1
urn:lsid:ipni.org:names:77371938-1,Hatus.,,,,,,733,,15,,2,,s.n.,1957,,Y.Ohno,,,13/11/2025 12:22,13/11/2025 12:22,"Nansei-shoto (Eastern Asia, Asia-Temperate)",,Theaceae,Eurya sakishimensis,Eurya sakishimensis,Eurya,,f,f,,,,,,,,,,,Ishigaki Is.,,,,,,,,,,,,,,,,,,39037-1,Fl. Okinawa S. Ryukyu I.,urn:lsid:ipni.org:publications:19273-2,1976,1976,,Hatus.,spec.,Fl. Okinawa S. Ryukyu I. 733. 1976 ,,"Not seen by IPNI editors; Walker cited one gathering and previous Latin description, c.f. J. Jap. Bot. 100(5): 381 (2025)",,,11,sakishimensis,,,f,t,,holotype KAG 165694,,,,,Hatus.@20057-1@1@aut,,,tax. nov.,830205-1,1.1,f,eurya~sakishimensis,theaceaeeurya~sakishimensis~,1192,wfo-0000683241,,species,,,,,Yes,Fl. Okinawa S. Ryukyu I. 733 (1976),https://www.ipni.org/n/77371938-1,IPNI Record: 77371938-1
urn:lsid:ipni.org:names:77372314-1,(Rohlena) McNeill,Caryophyllaceae Alsine tenuifolia Crantz var. velenovskyi Rohlena,(Rohlena),77137572-1,,,24: 389,,,,,,,,,,,,22/11/2025 21:59,24/11/2025 17:54,,,Caryophyllaceae,Minuartia mesogitana subsp. velenovskyi,Minuartia mesogitana subsp. velenovskyi,Minuartia,,f,f,,,,,velenovskyi,,,,,,,,,,,,,,,,,,,,,,,null:,155590-1,Notes Roy. Bot. Gard. Edinburgh,urn:lsid:ipni.org:publications:758-2,1963,1963 [5 Mar 1963],[5 Mar 1963],McNeill,subsp.,Notes Roy. Bot. Gard. Edinburgh 24: 389. 1963 [5 Mar 1963] ,,,,,11,mesogitana,Hand.-Mazz.,,f,t,,,,,,,Rohlena@8533-1@2@bas$McNeill@5954-1@1@aut,Hand.-Mazz.@0-0@1@aut,,comb. nov.,,1.3,f,minuartia~mesogitanavelenovskyi,caryophyllaceaeminuartia~mesogitanavelenovskyi,2002,wfo-0000734374,,subspecies,,,,,Yes,Notes Roy. Bot. Gard. Edinburgh 24: 389 (1963),https://www.ipni.org/n/77372314-1,IPNI Record: 77372314-1
urn:lsid:ipni.org:names:77372290-1,(Ehrh. ex Willd.) Degen,Caryophyllaceae Arenaria caespitosa Ehrh. ex Willd.,(Ehrh. ex Willd.),77372289-1,,,1: 315,,,,,,,,,,,,22/11/2025 15:50,25/11/2025 10:11,,,Caryophyllaceae,Minuartia caespitosa,Minuartia caespitosa,Minuartia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,30406119-2,Magyar Fl.,urn:lsid:ipni.org:publications:20009798-2,1924,1924 [May 1924],[May 1924],Degen,spec.,Magyar Fl. 1: 315. 1924 [May 1924] ,,Indirect reference to basionym.,,,11,caespitosa,,,f,t,,,,,,,Ehrh.@12494-1@2@bas$Willd.@11692-1@3@basEx$Degen@2079-1@1@aut,,,comb. nov.,,1.3,f,minuartia~caespitosa,caryophyllaceaeminuartia~caespitosa~,2043,wfo-0000734413,,species,,,,,Yes,Magyar Fl. 1: 315 (1924),https://www.ipni.org/n/77372290-1,IPNI Record: 77372290-1
urn:lsid:ipni.org:names:77372340-1,Rouy,,,,,,10: 297,,,,,,,,,,,,22/11/2025 23:28,22/11/2025 23:28,"France (Southwestern Europe, Europe)",,Boraginaceae,Pulmonaria picta,Pulmonaria picta,Pulmonaria,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30111807-2,Fl. France [Rouy & Foucaud],urn:lsid:ipni.org:publications:17517-2,1908,1908,,Rouy,spec.,Fl. France [Rouy & Foucaud] 10: 297. 1908 ,,,,,9,picta,,,f,t,,,,,,,Rouy@8674-1@1@aut,,,tax. nov.,,1.1,f,pulmonaria~picta,boraginaceaepulmonaria~picta~,1776,wfo-0000745517,,species,,,,,Yes,Fl. France [Rouy & Foucaud] 10: 297 (1908),https://www.ipni.org/n/77372340-1,IPNI Record: 77372340-1
urn:lsid:ipni.org:names:77371698-1,(Schur ex Simonk.) Soó,Poaceae Avena adsurgens Schur ex Simonk.,(Schur ex Simonk.),77113266-1,,,83(3): 171,,,,,,,,,,,,07/11/2025 08:08,07/11/2025 16:18,,,Poaceae,Helictotrichon alpinum subsp. adsurgens,Helictotrichon alpinum subsp. adsurgens,Helictotrichon,,f,f,,,,,adsurgens,,,,,,,,,,,,,,,,,,,,,,,,404545-1,Feddes Repert.,urn:lsid:ipni.org:publications:914-2,1972,1972 [Aug 1972],[Aug 1972],Soó,subsp.,Feddes Repert. 83(3): 171. 1972 [Aug 1972] ,,"Cites four names, none of these is the basionym, none have a description in Latin, one of which is a nom. inval. and the rest are combinations (two of the combinations are explicitly cited as 'basionyme auch'). Nevertheless, Art. 41.8(a) may allow this to be treated as valid publication, as the 'basionyme auch' combinations, validly published under Art. 41.8, do not give the valid place of publication of the basionym.",,,11,alpinum,(Sm.) Henrard,,f,t,,,,,,,Schur@9335-1@2@bas$Simonk.@9674-1@3@basEx$Soó@9897-1@1@aut,Sm.@9802-1@2@bas$Henrard@3844-1@1@aut,,comb. et stat. nov.,882374-1,1.2,f,helictotrichon~alpinumadsurgens,poaceaehelictotrichon~alpinumadsurgens,898,wfo-1200115891,,subspecies,,,,,Yes,Feddes Repert. 83(3): 171 (1972),https://www.ipni.org/n/77371698-1,IPNI Record: 77371698-1
urn:lsid:ipni.org:names:77372141-1,(Lindl.) Loudon,Rosaceae Prunus serrulata Lindl.,(Lindl.),730268-1,,,480,,,,,,,,,,,,18/11/2025 10:29,18/11/2025 10:29,,,Rosaceae,Cerasus serrulata,Cerasus serrulata,Cerasus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000351-2,Hort. Brit. [Loudon],urn:lsid:ipni.org:publications:970-2,1830,1830 [post-May 1830],[post-May 1830],Loudon,spec.,Hort. Brit. [Loudon] 480. 1830 [post-May 1830] ,,,,,11,serrulata,,,f,t,,,,,,,Lindl.@22383-1@2@bas$Loudon@5771-1@1@aut,,,comb. nov.,,1.1,f,cerasus~serrulata,rosaceaecerasus~serrulata~,1542,wfo-1000086456,,species,,,,,Yes,Hort. Brit. [Loudon] 480 (1830),https://www.ipni.org/n/77372141-1,IPNI Record: 77372141-1
urn:lsid:ipni.org:names:77372133-1,(Rehder) Pojark.,Rosaceae Prunus sargentii Rehder,(Rehder),730239-1,,,10: 555,,,,,,,,,,,,18/11/2025 10:08,18/11/2025 10:08,,,Rosaceae,Cerasus sargentii,Cerasus sargentii,Cerasus,,f,f,,,,,,77372131-1,,,,,,,,,isonym,,isonym,,,,,,,,,,,,30000351-2,Fl. URSS,urn:lsid:ipni.org:publications:952-2,1941,1941,,Pojark.,spec.,Fl. URSS 10: 555. 1941 ,,,,,13,sargentii,,,f,t,,,,,,,Pojark.@7800-1@1@aut$Rehder@8242-1@2@bas,,,comb. nov.,,1.1,f,cerasus~sargentii,rosaceaecerasus~sargentii~,1531,wfo-0000988072,,species,,,,,Yes,Fl. URSS 10: 555 (1941),https://www.ipni.org/n/77372133-1,IPNI Record: 77372133-1
urn:lsid:ipni.org:names:77372255-1,(Wenz.) Wenz.,Rosaceae Pyrus ringo Wenz. var. kaido Wenz.,(Wenz.),77372254-1,,,2: 293,,,,,,,,,,,,21/11/2025 12:21,28/11/2025 09:31,,,Rosaceae,Malus × kaido,Malus × kaido,Malus,,t,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,30024474-2,Jahrb. Königl. Bot. Gart. Berlin,urn:lsid:ipni.org:publications:1155-2,1883,1883,,Wenz.,spec.,Jahrb. Königl. Bot. Gart. Berlin 2: 293. 1883 ,,Hybrid parents as Malus ringo and M. spectabilis.  Also publ. by Dippel in Handb. Laubholzk. 3: 400. 1893.,,,11,kaido,,,f,t,,,,,,,Wenz.@13002-1@2@bas$Wenz.@13002-1@1@aut,,,comb. et stat. nov.,,1.5,f,malus~kaido,rosaceaemalus~kaido~,2269,wfo-0001006185,,species,,,,,Yes,Jahrb. Königl. Bot. Gart. Berlin 2: 293 (1883),https://www.ipni.org/n/77372255-1,IPNI Record: 77372255-1
urn:lsid:ipni.org:names:77371641-1,(Retz.) W.D.J.Koch,Leguminosae Lathyrus sylvestris L. var. platyphyllos Retz.,(Retz.),501948-1,,,443,,,,,,,,,,,,05/11/2025 11:09,05/11/2025 11:09,,,Fabaceae,Lathyrus platyphyllos,Lathyrus platyphyllos,Lathyrus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30005985-2,"Syn. Fl. Germ. Helv., ed. 2",urn:lsid:ipni.org:publications:15477-2,1843,1843,,W.D.J.Koch,spec.,"Syn. Fl. Germ. Helv., ed. 2 443. 1843 ",,,,,11,platyphyllos,,,f,t,,,,,,,W.D.J.Koch@21570-1@1@aut$Retz.@8305-1@2@bas,,,comb. nov.,,1.1,f,lathyrus~platyphyllos,fabaceaelathyrus~platyphyllos~,403,wfo-0001062290,,species,,,,,Yes,"Syn. Fl. Germ. Helv., ed. 2 443 (1843)",https://www.ipni.org/n/77371641-1,IPNI Record: 77371641-1
urn:lsid:ipni.org:names:77372599-1,(Mez) E.Walker,Myrsinaceae Rapanea yunnanensis Mez,(Mez),589865-1,,,73: 205,,,,,,,,,,,,28/11/2025 13:19,28/11/2025 14:36,,,Myrsinaceae,Rapanea neriifolia var. yunnanensis,Rapanea neriifolia var. yunnanensis,Rapanea,,f,f,,,,,yunnanensis,,,,,,,,,,,,,,,,,,,,,,,null:,589744-1,Philipp. J. Sci.,urn:lsid:ipni.org:publications:772-2,1940,1940,,E.Walker,var.,Philipp. J. Sci. 73: 205. 1940 ,,,,,11,neriifolia,(Siebold & Zucc.) Mez,,f,t,,,,,,,Mez@6424-1@2@bas$E.Walker@11335-1@1@aut,Mez@0-0@1@aut$Zucc.@0-0@3@bas$Siebold@0-0@2@bas,,comb. et stat. nov.,,1.3,f,rapanea~neriifoliayunnanensis,myrsinaceaerapanea~neriifoliayunnanensis,2318,wfo-0001085944,,variety,,,,,Yes,Philipp. J. Sci. 73: 205 (1940),https://www.ipni.org/n/77372599-1,IPNI Record: 77372599-1
urn:lsid:ipni.org:names:77371856-1,Trautv.,,,,,,3: 632,,,,,,,,,,,,10/11/2025 13:02,10/11/2025 13:11,,,Salicaceae,Salix kochiana,Salix kochiana,Salix,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325916-2,Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans,urn:lsid:ipni.org:publications:6945-2,1837,1837 [Oct 1837],[Oct 1837],Trautv.,spec.,Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans 3: 632. 1837 [Oct 1837] ,,,,,8,kochiana,,,f,t,,,,,,,Trautv.@10798-1@1@aut,,,tax. nov.,,1.2,f,salix~kochiana,salicaceaesalix~kochiana~,980,wfo-0001133710,,species,,,,,Yes,Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans 3: 632 (1837),https://www.ipni.org/n/77371856-1,IPNI Record: 77371856-1
